PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
2008_IOWA,IOWA,2008,485114,5496908,391985,2465108,2639815,5495756,2737356,1560614,220771,672361,17022,38522,35031,35324,38050,280022,151993,449037,,,,
2008_KANSAS,KANSAS,2008,467743,5378095,344198,3138799,1895098,5122049,2770019,1540862,213301,428160,14271,36267,34965,34366,32267,278255,139086,431612,,,,
2008_KENTUCKY,KENTUCKY,2008,666019,6637062,697220,3841470,2098372,6793215,3422359,2027937,402041,760566,18660,50643,49875,49668,43326,402718,197748,619126,,,,
2008_LOUISIANA,LOUISIANA,2008,662971,7751886,1290154,3376556,3085176,7599993,3879560,2344416,397140,787702,28564,52660,57165,51910,38234,422989,180660,632213,,,,
2008_MAINE,MAINE,2008,193058,2594335,194914,1122001,1277420,2582293,1359995,843451,135557,113571,2893,13475,13860,14886,15423,112956,63611,179460,,,,
2008_MARYLAND,MARYLAND,2008,845700,13098112,701595,5499326,6897191,12739693,6614339,3878575,500507,1358068,26821,60530,59512,63639,60916,489122,267388,783331,,,,
2008_MASSACHUSETTS,MASSACHUSETTS,2008,937677,14633578,742093,6114211,7777274,14631545,8479345,4447719,441653,655884,26796,68540,70666,73170,68329,570479,292372,889647,,,,
2008_MICHIGAN,MICHIGAN,2008,1661936,20441973,1492685,11170772,7778516,20703780,9608877,6735708,896352,1375044,29772,124451,117432,123823,126352,952522,535452,1517746,,,,
2008_MINNESOTA,MINNESOTA,2008,807929,10118118,558886,6513673,3045559,10462624,5242058,2589268,768142,1136550,13522,61982,59822,62080,74202,484680,275864,774066,,,,
2008_MISSISSIPPI,MISSISSIPPI,2008,493302,4449009,708253,2389484,1351272,4363308,2286231,1364586,264883,377201,3106,38511,38159,37889,28288,305584,136917,445607,,,,
2008_MISSOURI,MISSOURI,2008,898350,9335599,723460,3808601,4803538,9900419,5004354,2939293,518600,1070552,25435,67690,67620,68030,66266,542286,282460,850181,,,,
2008_MONTANA,MONTANA,2008,142695,1562815,185898,766328,610589,1557678,831718,491537,62756,141860,963,10802,10558,10890,10670,85104,45030,131097,,,,
2008_NEBRASKA,NEBRASKA,2008,290912,3383157,321975,1091160,1970022,3325663,1784350,869629,135025,444442,11046,22790,20939,20958,22246,169076,89678,269800,,,,
2008_NEVADA,NEVADA,2008,428776,4338601,280898,2493641,1564062,4881218,2094491,1329327,150730,1058467,3393,32188,34099,34394,23330,272468,125034,400895,,,,
2008_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2008,195668,2715463,136012,1008333,1571118,2715961,1495009,783298,74069,163893,2834,10968,14613,15783,15419,119193,64939,186966,,,,
2008_NEW_JERSEY,NEW_JERSEY,2008,1353191,25916004,976009,10359646,14580349,26168480,13739017,8737387,899413,1625458,30746,93504,99242,100894,97515,795554,409500,1235800,,,,
2008_NEW_MEXICO,NEW_MEXICO,2008,329045,3569311,467492,2542639,559180,3599724,1732652,1129277,125528,569550,6365,25680,25119,24366,19940,199370,98830,304565,,,,
2008_NEW_YORK,NEW_YORK,2008,2727552,53147343,3129776,24036865,25980702,54870811,33446544,13610428,1375430,4805621,50758,187194,190067,201895,185896,1552130,839837,2442725,,,,
2008_NORTH_CAROLINA,NORTH_CAROLINA,2008,1408316,13610326,1240410,8009636,4360280,13731201,7229214,3566002,718663,1728313,24678,117282,114909,111050,88724,916966,429719,1371363,,,,
2008_NORTH_DAKOTA,NORTH_DAKOTA,2008,94959,1104803,145770,383307,575726,1085970,552250,300054,73451,88292,1262,7217,6812,7364,7608,55476,30773,87511,,,,
2008_OHIO,OHIO,2008,1743920,22746589,1523431,9777048,11446110,21951104,10494471,7164617,896835,2568654,37873,130405,132680,137479,134522,1071216,577669,1686758,,,,
2008_OKLAHOMA,OKLAHOMA,2008,641682,5780151,642088,2957101,2180962,5667749,2773416,1823162,555187,459000,37726,50497,47245,45149,38798,378557,176679,592962,,,,
2008_OREGON,OREGON,2008,562632,6107684,515223,3200001,2392460,6407512,3217111,2061901,212339,621540,11855,40556,43272,43339,46120,343010,179972,534837,,,,
2008_PENNSYLVANIA,PENNSYLVANIA,2008,1718588,26357235,1868700,9032615,15455920,26597713,12375013,7655651,1095105,2537699,13686,126197,130592,139173,136937,1053231,579521,1646438,,,,
2008_RHODE_ISLAND,RHODE_ISLAND,2008,143812,2173888,164966,836509,1172413,2175172,1229747,765970,88156,28023,1985,9905,9752,11422,10709,86093,47359,135437,,,,
2008_SOUTH_CAROLINA,SOUTH_CAROLINA,2008,710685,7743317,693967,3916453,3132897,8167262,3745507,2467160,389371,1179283,23376,52468,53996,53446,43189,431758,210511,665645,,,,
2008_SOUTH_DAKOTA,SOUTH_DAKOTA,2008,121606,1190917,180925,394721,615271,1172715,609848,351235,61081,114678,2626,10315,9234,9446,8831,74536,38952,116114,,,,
2008_TENNESSEE,TENNESSEE,2008,966963,8086152,840919,3711646,3533587,8488521,4709467,2373319,451628,735501,16864,76156,75091,72255,65306,591529,287401,895794,,,,
2008_TEXAS,TEXAS,2008,4581517,46245975,4501845,19923849,21820281,50205827,22845539,13360064,2214832,8133118,224759,362318,355578,343548,280308,2859434,1305637,4389830,,,,
2008_UTAH,UTAH,2008,556314,4198001,380907,2363716,1453378,4337917,2068264,948423,289783,929772,9480,47046,44546,40261,37818,347943,155309,512732,,,,
2008_VERMONT,VERMONT,2008,87919,1888635,94504,1290067,504064,1888133,831132,463215,44089,83821,4698,6192,6471,7004,7520,52104,30631,87433,,,,
2008_VIRGINIA,VIRGINIA,2008,1230857,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074,1528769,1701,5423,4666,3863,2535,36807,12837,51345,,,,
2008_VIRGINIA,VIRGINIA,2008,1230857,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074,1528769,2570,3459,2548,1485,484,19226,2758,24554,,,,
2008_VIRGINIA,VIRGINIA,2008,1230857,14768120,897627,5957786,7912707,15236306,8003167,4645375,555074,1528769,29987,89931,91133,92881,87177,735090,380787,1145864,,,,
2008_WASHINGTON,WASHINGTON,2008,1029576,11195224,895642,6932500,3367082,11677666,5561706,3369299,501855,1797341,10995,73831,77999,78902,79916,619968,332224,963187,,,,
2008_WEST_VIRGINIA,WEST_VIRGINIA,2008,281735,2965828,320529,1723068,922231,3068910,1667812,945152,190634,249687,13150,20919,20162,21268,18914,165408,83252,261810,,,,
2008_WISCONSIN,WISCONSIN,2008,867929,10619354,629423,5221550,4768381,10545964,5619617,3294291,451721,666877,43161,60384,60319,62317,71799,485983,284222,813366,,,,
2008_WYOMING,WYOMING,2008,85991,1602514,100207,846239,656068,1517325,703831,449989,43352,309892,452,7215,6608,6456,6111,52968,26526,79946,,,,
2009_ALABAMA,ALABAMA,2009,745668,7186390,728795,4161103,2296492,7815467,3836398,2331552,561019,924956,7774,57019,59512,57027,48164,464601,219495,691870,227.9626504,268.5241203,216.2733559,267.5774737
2009_ALASKA,ALASKA,2009,130236,2158970,312667,1357747,488556,2396412,1129756,832783,70835,303165,2475,9804,10046,9626,9779,78545,40837,121857,237.2122843,283.0476628,211.1273683,256.1068616
2009_ARIZONA,ARIZONA,2009,981303,8802515,1044140,3806064,3952311,9580393,4296503,2983729,455403,1312659,9175,84191,83686,82163,79283,666897,317397,993469,229.9911052,277.332282,209.9892695,267.1670297
2009_ARKANSAS,ARKANSAS,2009,474423,4753142,534510,3530487,688145,5017352,2417974,1492691,533057,409763,13504,38115,36479,35715,30567,292256,136213,441973,237.5405919,275.9995,216.1515814,269.5687297
2009_CALIFORNIA,CALIFORNIA,2009,6234155,73958896,9745250,40084244,24129402,74766086,35617964,21693675,3759373,8881265,71783,471058,465866,472856,478503,3717166,1997064,5786013,231.6749272,270.4485881,209.7624054,254.8952466
2009_COLORADO,COLORADO,2009,812068,8310673,560538,3634018,4116117,8682489,4108304,2708535,330128,1035058,29701,64190,62929,59129,58526,497487,240990,768178,243.13244,287.3729075,225.6966406,259.4494265
2009_CONNECTICUT,CONNECTICUT,2009,539250,9681268,403017,3606594,5671657,9323053,5054397,2805173,330685,763075,15689,39866,41510,42999,41029,334409,174004,524102,244.7177427,288.6085135,228.9721167,257.5952755
2009_DELAWARE,DELAWARE,2009,116804,1718993,109682,1047418,561893,1798244,877678,496383,80812,254460,755,9537,9672,9519,8317,77418,39091,117264,239.4905694,283.829473,225.5130868,258.0485802
2009_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2009,44331,801008,75856,0,725152,805362,330698,370127,38514,66023,8499,5190,4893,4452,3301,37698,17597,63794,219.260141,253.5951869,201.9846377,252.6313808
2009_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2009,44331,801008,75856,0,725152,805362,330698,370127,38514,66023,91,4528,3423,2860,2188,26762,9970,36823,219.260141,253.5951869,201.9846377,252.6313808
2009_FLORIDA,FLORIDA,2009,2623067,26494500,2694566,9047586,14752348,28867429,13884278,8067350,1546420,4533913,51495,196057,199322,198245,172321,1603349,783621,2438465,241.9449094,279.3352641,225.6734073,265.5131199
2009_GEORGIA,GEORGIA,2009,1649598,17972839,1644548,7739086,8589205,19025136,10063924,5135180,837062,2712073,41940,131325,130091,124084,97779,1021486,472934,1536360,236.0295729,277.5611997,217.8481057,271.8101332
2009_HAWAII,HAWAII,2009,179478,2689758,392837,2205032,91889,2318671,1402305,718309,129473,68584,1547,15970,14249,12967,10621,109861,52630,164038,235.6797808,273.7586067,210.6164187,264.9989661
2009_IDAHO,IDAHO,2009,267951,2182273,218777,1459554,503942,2078446,1157633,646213,100576,111190,2646,21605,21337,21019,19250,170477,81571,254694,241.0428023,287.3052151,221.0229244,242.4904243
2009_ILLINOIS,ILLINOIS,2009,2117291,26987426,3346509,7879160,15761757,27716187,13520105,8764971,932950,2884993,84727,148097,154405,155003,146476,1230889,640462,1956078,238.2856688,282.431417,219.16578,272.4593163
2009_INDIANA,INDIANA,2009,1028259,12999357,1403839,5804809,5790709,11218398,5548292,3681825,476598,899628,12444,78224,79992,80983,72999,639931,316062,968437,242.6168096,286.8099779,222.6594808,264.3620409
2009_IOWA,IOWA,2009,487559,5732319,431142,2545353,2755824,5732186,2914176,1615189,225983,672339,21804,38956,35225,35239,38685,280573,150509,452886,242.595644,284.1701786,221.4222981,260.2445245
2009_KANSAS,KANSAS,2009,470445,5615208,378810,3291485,1944913,5827751,2883104,1578417,223951,958961,10509,36461,35782,34596,33522,282847,140240,433596,245.3086536,288.596403,223.9242133,254.7389799
2009_KENTUCKY,KENTUCKY,2009,669858,6706922,719997,3870440,2116485,6831006,3468191,2050683,411529,720114,27909,51276,51027,49298,43097,405017,195515,628441,238.8359023,279.2842161,225.6062424,264.837185
2009_LOUISIANA,LOUISIANA,2009,662774,7984550,1238259,3568903,3177388,8053960,4051985,2542723,408292,824390,29447,53763,59998,52818,38828,426673,181032,637152,229.4324555,272.3799067,207.4861372,264.5140023
2009_MAINE,MAINE,2009,187372,2623127,245063,1107152,1270912,2624504,1383650,857706,148378,108016,3783,13704,13769,14438,15246,111159,60579,175521,244.4557328,286.3614259,223.790428,265.6912406
2009_MARYLAND,MARYLAND,2009,843781,13147931,694846,5697257,6755828,12757599,6899346,3984072,490336,961161,28626,61428,61183,62590,61273,491731,266627,786984,243.795041,288.3415653,226.0477839,264.888126
2009_MASSACHUSETTS,MASSACHUSETTS,2009,932437,15298022,1181681,5974489,8141852,15174814,8885949,4626112,456737,589413,27871,68369,71078,72093,67973,569489,290502,887862,252.2547897,298.8543466,233.7494631,266.7995193
2009_MICHIGAN,MICHIGAN,2009,1537515,19616665,2094714,10130740,7391211,19992550,9422685,6354021,865858,1280455,29850,126313,118702,121463,126181,948457,529531,1507838,236.2797197,278.2681682,218.2355503,266.8540198
2009_MINNESOTA,MINNESOTA,2009,800831,10353784,575703,6590788,3187293,11193640,5815987,2712430,803017,1187008,13933,63111,60640,61281,74532,487617,272392,773942,249.4555342,294.4433201,223.3366618,253.329004
2009_MISSISSIPPI,MISSISSIPPI,2009,491194,4392101,675576,2334363,1382162,4552756,2317710,1392119,275915,493773,3607,39148,39651,36577,28943,304201,137511,445319,227.2622608,265.0019582,210.5065175,267.7064996
2009_MISSOURI,MISSOURI,2009,893807,9472520,758650,3927189,4786681,10227305,5175127,3023041,535977,1120105,25584,69016,68730,67430,67254,543482,279900,848966,240.6843809,285.8080019,223.8423578,267.2980565
2009_MONTANA,MONTANA,2009,141782,1607935,195705,765177,647053,1622485,855803,509899,66973,158151,1209,10960,10499,10911,10563,85699,43939,130847,244.4007519,291.5429429,224.6517501,273.5892897
2009_NEBRASKA,NEBRASKA,2009,292161,3522481,297732,1182776,2041973,3523803,1887427,905681,144995,488293,11954,23577,21517,20834,22266,171329,88508,271791,238.7484634,284.2590935,222.5233073,261.89815
2009_NEVADA,NEVADA,2009,430985,4442101,425133,2272415,1744553,4577881,2145779,1364083,142194,633545,3953,32038,33664,33291,25935,269058,123420,396431,235.1522739,274.1485417,211.140589,269.7398201
2009_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2009,197024,2816162,146867,1002239,1667056,2757401,1546316,822081,74820,112359,2987,11969,14560,15517,15588,117812,64372,185171,251.0717526,292.3218172,229.1445204,251.3056546
2009_NEW_JERSEY,NEW_JERSEY,2009,1354912,26510413,1014556,10401527,15094330,26145334,13800343,8687138,952796,1499241,33937,95251,99911,100749,98733,802749,412848,1249534,246.5298698,292.6572271,229.3944864,266.8764602
2009_NEW_MEXICO,NEW_MEXICO,2009,328737,3703477,519973,2615320,568184,3945515,1807514,1167618,132017,784529,7406,26266,25358,24126,20150,201671,99076,308153,230.0295892,269.7042538,207.6457308,270.393926
2009_NEW_YORK,NEW_YORK,2009,2696688,55885116,3197833,25768345,26918938,57851481,35195372,14079990,1415237,5463718,51251,190741,193473,198690,188377,1550122,858087,2459460,240.6410988,282.5769154,224.3687488,267.0678566
2009_NORTH_CAROLINA,NORTH_CAROLINA,2009,1452064,15410564,1377661,8229140,5803763,14868070,7943541,3848021,751609,1647148,26688,104954,116876,109864,88983,921621,429596,1377905,243.7784601,284.3326353,219.2960459,253.8409544
2009_NORTH_DAKOTA,NORTH_DAKOTA,2009,94653,1150142,160294,407374,582474,1137260,579830,310316,78735,95977,1285,7472,6547,7308,7637,55819,30497,87601,245.1895263,292.8424885,225.9674719,270.7481588
2009_OHIO,OHIO,2009,1729072,22779344,1531263,10226228,11021853,22427481,10734314,7347959,929409,2552105,29329,131114,133751,134169,118872,1064903,538951,1633183,243.6875529,285.5830138,224.5321781,272.8026339
2009_OKLAHOMA,OKLAHOMA,2009,644549,6029807,768972,3014993,2245842,5941799,2836912,1895590,577867,568720,39784,51037,48457,45268,40046,384931,177366,602081,236.7809856,275.7119568,217.1906276,254.1291737
2009_OREGON,OREGON,2009,560726,6158756,656298,3117315,2385143,6715011,3291310,2121378,214699,803096,21143,40563,43059,43261,46088,342745,178388,542276,238.0323272,285.0368144,218.1423405,264.2880575
2009_PENNSYLVANIA,PENNSYLVANIA,2009,1687145,26755585,1811141,9858461,15085983,27328680,12803821,7637090,1155635,2411908,15239,128947,132213,137072,140845,1055000,584316,1654555,243.5878732,288.3041689,223.6794399,259.5284866
2009_RHODE_ISLAND,RHODE_ISLAND,2009,141521,2179714,206225,765069,1208420,2171376,1224158,773039,90493,24161,2109,10254,10188,11275,10697,85821,46934,134864,238.7668591,277.9237194,222.7048852,269.2399849
2009_SOUTH_CAROLINA,SOUTH_CAROLINA,2009,714290,7669733,734602,3654658,3280473,8427391,3854229,2463391,398422,1318784,24425,53615,55671,52711,44364,434084,211019,669528,235.6683025,280.3808554,215.9422982,268.6782355
2009_SOUTH_DAKOTA,SOUTH_DAKOTA,2009,126624,1258876,201889,412798,644189,1273527,645912,379946,56772,154459,1367,10560,9245,9251,8741,73818,37968,113153,242.0977898,290.6191277,222.1665928,259.495771
2009_TENNESSEE,TENNESSEE,2009,971484,8112895,870374,3800870,3441651,8611178,4809809,2480290,461464,652210,16506,76745,75052,71050,66366,593417,285881,895804,231.8254862,274.7618211,216.7378111,265.0892467
2009_TEXAS,TEXAS,2009,4647205,48087531,4913841,19708771,23464919,53575273,23895853,13799383,2289408,9297597,239030,369433,368175,346524,291130,2911885,1329862,4480777,240.4646237,286.6850767,218.8582724,270.7005367
2009_UTAH,UTAH,2009,532433,4238943,535223,2224007,1479713,4419750,2169434,1008636,310325,821593,8225,47684,45610,40997,38995,357434,158243,523902,240.3187126,284.0682519,219.2041302,259.8855897
2009_VERMONT,VERMONT,2009,86320,1683034,102453,1336424,244157,1661019,859433,489015,49100,64170,4837,6216,6237,6647,7328,51133,29265,85235,247.7672261,292.8660964,228.7357836,257.2741846
2009_VIRGINIA,VIRGINIA,2009,1235064,15251481,914507,6317714,8019260,15510318,8194237,4813706,574858,1418914,30600,92281,93708,92075,87839,741139,381320,1153059,243.0712969,286.069755,226.527568,270.0609902
2009_WASHINGTON,WASHINGTON,2009,1035907,12025012,1385421,7146416,3493175,12240632,5984072,3464921,509407,1818982,11037,74547,78270,77206,83604,619803,329960,960800,242.2570912,288.7223756,221.3301104,260.9466762
2009_WEST_VIRGINIA,WEST_VIRGINIA,2009,281908,3097212,355325,1793917,947970,3121728,1759397,994305,196984,157049,13894,21454,20790,20516,18688,164965,82349,261208,232.9831445,270.4157659,214.5202002,260.368795
2009_WISCONSIN,WISCONSIN,2009,867035,10991081,1258519,4785070,4947492,10880480,5857285,3382519,473295,648807,47054,61094,61242,61748,71242,485288,279000,811342,243.5852535,288.1407262,220.1355406,265.5915771
2009_WYOMING,WYOMING,2009,86971,1675761,108333,945765,621663,1658156,744877,482641,47165,372507,534,7406,6683,6606,6160,53885,26330,80749,242.0091957,286.104034,222.6521963,272.3051342
2010_ALABAMA,ALABAMA,2010,748889,7281058,1134111,3800128,2346819,7647571,3900492,2308399,555539,729720,8179,57665,59117,57992,49719,467768,221940,697887,,,,
2010_ALASKA,ALASKA,2010,131265,2230338,366970,1356673,506695,2371251,1151630,856333,71634,229874,2990,10120,9917,9622,9643,78880,40114,121984,,,,
2010_ARIZONA,ARIZONA,2010,963517,8828122,1579806,3139588,4108728,8812967,4223152,2949514,400773,713810,8554,82860,82862,80636,81326,660440,319747,988741,,,,
2010_ARKANSAS,ARKANSAS,2010,474897,5069272,787738,3677112,604422,5520387,2521528,1595730,639753,595456,14059,37701,36873,36237,30330,293680,136156,443895,,,,
2010_CALIFORNIA,CALIFORNIA,2010,6213958,67356719,9715980,34173911,23466828,71227111,34657275,20704755,3556156,7150441,72404,468036,463691,476639,492545,3749960,1993538,5815902,,,,
2010_COLORADO,COLORADO,2010,825242,8793676,714230,3817875,4261571,8914338,4232076,2807231,330789,1011988,30593,65182,63819,59684,60899,505302,242239,778134,,,,
2010_CONNECTICUT,CONNECTICUT,2010,534800,9726922,818573,3238401,5669948,9542108,5242817,2768520,331600,823081,15921,39670,41155,42346,41381,331884,173071,520876,,,,
2010_DELAWARE,DELAWARE,2010,117628,1733458,180584,992422,560452,1758988,901200,499586,79328,192826,1626,9810,9797,9504,8464,78843,39124,119593,,,,
2010_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2010,43866,1195934,80585,0,1115349,1290048,526469,425379,40837,297363,,4721,3397,2992,2203,27264,9977,,,,,
2010_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2010,43866,1195934,80585,0,1115349,1290048,526469,425379,40837,297363,9581,5939,4877,4307,3407,37867,17632,65080,,,,
2010_FLORIDA,FLORIDA,2010,2627390,26231141,4200103,8216582,13814456,27267009,13869921,8069310,1573867,2944085,52779,197097,200682,201676,178315,1608622,784849,2446250,,,,
2010_GEORGIA,GEORGIA,2010,1660643,17839851,2598486,6739406,8501959,17834488,9841382,5059938,822517,1814143,42816,132008,131326,123794,100392,1027655,474588,1545059,,,,
2010_HAWAII,HAWAII,2010,180196,2564856,382400,2093300,89156,2215458,1321657,697833,123051,72917,1393,16028,13457,12567,10818,109990,51975,163358,,,,
2010_IDAHO,IDAHO,2010,266613,2177999,444112,1231537,502350,2098737,1159932,638912,100157,135181,1821,21144,21575,20588,19362,171179,81715,254715,,,,
2010_ILLINOIS,ILLINOIS,2010,2098401,28253620,3809939,8696107,15747574,28560306,14668228,9146295,961079,1944264,78260,146225,153781,154293,146953,1230308,636861,1945429,,,,
